step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
5710,5.710000,step_2,0,5.711000,0.008533434,0.006364730,0.009822558,0.010041592,0.056867500,0.233360776,0.022730000,0.056386367,0.233631807,0.014214453,0.148132424,-0.230337808,0.032708944,0.148895654,-0.230539166,0.026393350,0.703723110,-0.245746421,0.047756775,-0.203860630,0.033336926,0.050642475,0.002706860,-0.047472580,0.224365873,-0.020519717,0.781087799,-0.020690465,-0.049657993,-0.024029111,0.038225994,-0.039966093,0.002104691,0.007217309,-0.002292331,0.036555833,0.031352161,-0.089636180,0.040902255,0.003460989,0.412468639,0.012653982,-0.036635712,0.020146880,0.003674461,-0.046836487,-0.838445320,0.012062437,0.996780193,0.245066374,0.006424395,-0.017928086,-0.006300933,0.087577075,0.031600757,-0.206634573,-0.217857986,-0.017403388
5720,5.720000,step_2,0,5.721000,0.008533204,0.006348489,0.009835399,0.010046231,0.056867500,0.233360776,0.022730000,0.056380343,0.233634862,0.014215123,0.148132424,-0.230337808,0.032708944,0.148890549,-0.230539254,0.026409104,0.703868816,-0.245808108,0.047756914,-0.203866060,0.033334935,0.050642124,0.002691152,-0.047978987,0.224401502,-0.020503697,0.781328198,-0.020691505,-0.049650966,-0.024026403,0.038255655,-0.039976886,0.002105006,0.007240743,-0.002290697,0.036592273,0.031384915,-0.089819558,0.040906376,0.003460937,0.412805206,0.012668470,-0.036646186,0.020292757,0.003631670,-0.046801183,-0.838438308,0.012071899,0.996755546,0.245020643,0.006331664,-0.017866455,-0.006302840,0.087422281,0.031538964,-0.206499615,-0.217781871,-0.017384042
5730,5.730000,step_2,0,5.731000,0.008532984,0.006332275,0.009847888,0.010050728,0.056867500,0.233360776,0.022730000,0.056374497,0.233637826,0.014215777,0.148132424,-0.230337808,0.032708944,0.148885551,-0.230539323,0.026424845,0.704011671,-0.245868038,0.047756986,-0.203870345,0.033332963,0.050641908,0.002675800,-0.048482595,0.224436681,-0.020487756,0.781568390,-0.020692568,-0.049644016,-0.024023929,0.038284894,-0.039987407,0.002105295,0.007264270,-0.002289088,0.036627979,0.031416709,-0.090002327,0.040910433,0.003460883,0.413141146,0.012682937,-0.036656486,0.020438902,0.003590109,-0.046766582,-0.838431180,0.012081161,0.996731019,0.244976741,0.006240980,-0.017805556,-0.006304601,0.087268277,0.031476997,-0.206365520,-0.217706530,-0.017366098
5740,5.740000,step_2,0,5.741000,0.008532772,0.006316087,0.009860034,0.010055088,0.056867500,0.233360776,0.022730000,0.056368826,0.233640702,0.014216413,0.148132424,-0.230337808,0.032708944,0.148880659,-0.230539375,0.026440573,0.704151762,-0.245926282,0.047756992,-0.203873520,0.033331008,0.050641821,0.002660797,-0.048983457,0.224471421,-0.020471893,0.781808357,-0.020693653,-0.049637140,-0.024021685,0.038313722,-0.039997665,0.002105558,0.007287887,-0.002287505,0.036662967,0.031447567,-0.090184493,0.040914428,0.003460828,0.413476459,0.012697384,-0.036666615,0.020585301,0.003549743,-0.046732664,-0.838423939,0.012090230,0.996706608,0.244934626,0.006152292,-0.017745367,-0.006306220,0.087115061,0.031414862,-0.206232282,-0.217631952,-0.017349523
5750,5.750000,step_2,0,5.751000,0.008532570,0.006299926,0.009871848,0.010059313,0.056867500,0.233360776,0.022730000,0.056363323,0.233643494,0.014217032,0.148132424,-0.230337808,0.032708944,0.148875869,-0.230539408,0.026456287,0.704289177,-0.245982905,0.047756936,-0.203875618,0.033329070,0.050641861,0.002646134,-0.049481622,0.224505733,-0.020456107,0.782048081,-0.020694759,-0.049630338,-0.024019665,0.038342152,-0.040007666,0.002105796,0.007311592,-0.002285947,0.036697251,0.031477508,-0.090366064,0.040918364,0.003460772,0.413811141,0.012711809,-0.036676578,0.020731940,0.003510536,-0.046699409,-0.838416588,0.012099110,0.996682313,0.244894256,0.006065552,-0.017685868,-0.006307701,0.086962627,0.031352564,-0.206099894,-0.217558125,-0.017334282
5760,5.760000,step_2,0,5.761000,0.008532375,0.006283792,0.009883338,0.010063408,0.056867500,0.233360776,0.022730000,0.056357983,0.233646204,0.014217635,0.148132424,-0.230337808,0.032708944,0.148871177,-0.230539424,0.026471986,0.704423995,-0.246037960,0.047756820,-0.203876670,0.033327150,0.050642024,0.002631801,-0.049977139,0.224539625,-0.020440397,0.782287545,-0.020695887,-0.049623609,-0.024017863,0.038370196,-0.040017417,0.002106010,0.007335385,-0.002284416,0.036730845,0.031506552,-0.090547046,0.040922241,0.003460714,0.414145193,0.012726214,-0.036686378,0.020878806,0.003472455,-0.046666797,-0.838409129,0.012107808,0.996658130,0.244855594,0.005980712,-0.017627040,-0.006309049,0.086810970,0.031290106,-0.205968352,-0.217485038,-0.017320345
5770,5.770000,step_2,0,5.771000,0.008532188,0.006267684,0.009894512,0.010067376,0.056867500,0.233360776,0.022730000,0.056352803,0.233648834,0.014218223,0.148132424,-0.230337808,0.032708944,0.148866582,-0.230539423,0.026487672,0.704556292,-0.246091493,0.047756646,-0.203876706,0.033325247,0.050642308,0.002617791,-0.050470055,0.224573107,-0.020424763,0.782526731,-0.020697036,-0.049616952,-0.024016274,0.038397864,-0.040026925,0.002106200,0.007359262,-0.002282909,0.036763766,0.031534718,-0.090727447,0.040926060,0.003460655,0.414478611,0.012740597,-0.036696017,0.021025887,0.003435469,-0.046634812,-0.838401563,0.012116328,0.996634058,0.244818600,0.005897728,-0.017568864,-0.006310269,0.086660088,0.031227495,-0.205837648,-0.217412681,-0.017307680
5780,5.780000,step_2,0,5.781000,0.008532008,0.006251602,0.009905378,0.010071221,0.056867500,0.233360776,0.022730000,0.056347776,0.233651387,0.014218796,0.148132424,-0.230337808,0.032708944,0.148862080,-0.230539406,0.026503343,0.704686140,-0.246143543,0.047756416,-0.203875752,0.033323361,0.050642709,0.002604096,-0.050960415,0.224606189,-0.020409204,0.782765622,-0.020698205,-0.049610365,-0.024014893,0.038425166,-0.040036196,0.002106367,0.007383222,-0.002281428,0.036796026,0.031562026,-0.090907272,0.040929825,0.003460595,0.414811396,0.012754960,-0.036705499,0.021173170,0.003399545,-0.046603435,-0.838393892,0.012124677,0.996610093,0.244783240,0.005816555,-0.017511320,-0.006311363,0.086509974,0.031164735,-0.205707776,-0.217341043,-0.017296257
5790,5.790000,step_2,0,5.791000,0.008531834,0.006235546,0.009915945,0.010074945,0.056867500,0.233360776,0.022730000,0.056342898,0.233653864,0.014219354,0.148132424,-0.230337808,0.032708944,0.148857668,-0.230539374,0.026518998,0.704813609,-0.246194148,0.047756131,-0.203873835,0.033321491,0.050643226,0.002590708,-0.051448264,0.224638879,-0.020393718,0.783004205,-0.020699395,-0.049603849,-0.024013713,0.038452115,-0.040045236,0.002106512,0.007407264,-0.002279972,0.036827640,0.031588495,-0.091086527,0.040933535,0.003460533,0.415143545,0.012769302,-0.036714828,0.021320643,0.003364654,-0.046572649,-0.838386119,0.012132859,0.996586234,0.244749477,0.005737148,-0.017454392,-0.006312336,0.086360625,0.031101831,-0.205578731,-0.217270114,-0.017286047
5800,5.800000,step_2,0,5.801000,0.008531667,0.006219516,0.009926220,0.010078553,0.056867500,0.233360776,0.022730000,0.056338165,0.233656269,0.014219898,0.148132424,-0.230337808,0.032708944,0.148853344,-0.230539326,0.026534639,0.704938766,-0.246243343,0.047755793,-0.203870981,0.033319638,0.050643855,0.002577620,-0.051933646,0.224671186,-0.020378305,0.783242461,-0.020700604,-0.049597401,-0.024012732,0.038478719,-0.040054052,0.002106634,0.007431387,-0.002278540,0.036858621,0.031614143,-0.091265219,0.040937192,0.003460471,0.415475057,0.012783622,-0.036724006,0.021468295,0.003330766,-0.046542438,-0.838378243,0.012140880,0.996562478,0.244717276,0.005659468,-0.017398062,-0.006313192,0.086212037,0.031038786,-0.205450507,-0.217199884,-0.017277019
5810,5.810000,step_2,0,5.811000,0.008531506,0.006203511,0.009936212,0.010082046,0.056867500,0.233360776,0.022730000,0.056333573,0.233658603,0.014220428,0.148132424,-0.230337808,0.032708944,0.148849105,-0.230539264,0.026550264,0.705061676,-0.246291167,0.047755403,-0.203867213,0.033317800,0.050644594,0.002564823,-0.052416602,0.224703119,-0.020362964,0.783480378,-0.020701832,-0.049591021,-0.024011943,0.038504989,-0.040062649,0.002106735,0.007455588,-0.002277134,0.036888982,0.031638986,-0.091443353,0.040940797,0.003460408,0.415805930,0.012797922,-0.036733036,0.021616113,0.003297853,-0.046512786,-0.838370268,0.012148745,0.996538823,0.244686603,0.005583471,-0.017342313,-0.006313935,0.086064205,0.030975605,-0.205323098,-0.217130343,-0.017269147
5820,5.820000,step_2,0,5.821000,0.008531350,0.006187532,0.009945928,0.010085430,0.056867500,0.233360776,0.022730000,0.056329117,0.233660869,0.014220945,0.148132424,-0.230337808,0.032708944,0.148844949,-0.230539187,0.026565874,0.705182403,-0.246337655,0.047754963,-0.203862557,0.033315978,0.050645440,0.002552312,-0.052897173,0.224734687,-0.020347695,0.783717941,-0.020703079,-0.049584709,-0.024011341,0.038530934,-0.040071034,0.002106816,0.007479866,-0.002275751,0.036918737,0.031663044,-0.091620936,0.040944353,0.003460343,0.416136165,0.012812201,-0.036741922,0.021764086,0.003265886,-0.046483677,-0.838362195,0.012156458,0.996515266,0.244657425,0.005509117,-0.017287129,-0.006314567,0.085917124,0.030912293,-0.205196497,-0.217061480,-0.017262402
5830,5.830000,step_2,0,5.831000,0.008531199,0.006171579,0.009955375,0.010088706,0.056867500,0.233360776,0.022730000,0.056324793,0.233663068,0.014221449,0.148132424,-0.230337808,0.032708944,0.148840873,-0.230539097,0.026581467,0.705301010,-0.246382843,0.047754474,-0.203857036,0.033314171,0.050646391,0.002540078,-0.053375398,0.224765896,-0.020332495,0.783955135,-0.020704345,-0.049578462,-0.024010923,0.038556563,-0.040079211,0.002106876,0.007504220,-0.002274393,0.036947897,0.031686332,-0.091797972,0.040947860,0.003460278,0.416465758,0.012826458,-0.036750666,0.021912204,0.003234839,-0.046455095,-0.838354026,0.012164024,0.996491806,0.244629709,0.005436369,-0.017232494,-0.006315093,0.085770792,0.030848853,-0.205070699,-0.216993288,-0.017256758
5840,5.840000,step_2,0,5.841000,0.008531053,0.006155651,0.009964561,0.010091877,0.056867500,0.233360776,0.022730000,0.056320597,0.233665202,0.014221940,0.148132424,-0.230337808,0.032708944,0.148836876,-0.230538993,0.026597044,0.705417557,-0.246426765,0.047753938,-0.203850673,0.033312379,0.050647444,0.002528116,-0.053851317,0.224796755,-0.020317366,0.784191948,-0.020705628,-0.049572282,-0.024010683,0.038581887,-0.040087187,0.002106916,0.007528648,-0.002273058,0.036976475,0.031708867,-0.091974468,0.040951318,0.003460212,0.416794709,0.012840695,-0.036759271,0.022060455,0.003204685,-0.046427026,-0.838345761,0.012171448,0.996468440,0.244603422,0.005365187,-0.017178391,-0.006315516,0.085625202,0.030785290,-0.204945699,-0.216925755,-0.017252189
5850,5.850000,step_2,0,5.851000,0.008530911,0.006139749,0.009973493,0.010094947,0.056867500,0.233360776,0.022730000,0.056316526,0.233667274,0.014222419,0.148132424,-0.230337808,0.032708944,0.148832953,-0.230538876,0.026612605,0.705532102,-0.246469455,0.047753356,-0.203843490,0.033310602,0.050648598,0.002516418,-0.054324967,0.224827272,-0.020302305,0.784428366,-0.020706930,-0.049566165,-0.024010618,0.038606912,-0.040094966,0.002106936,0.007553149,-0.002271747,0.037004484,0.031730666,-0.092150428,0.040954731,0.003460146,0.417123017,0.012854910,-0.036767741,0.022208830,0.003175400,-0.046399456,-0.838337402,0.012178734,0.996445166,0.244578536,0.005295535,-0.017124808,-0.006315839,0.085480352,0.030721608,-0.204821490,-0.216858874,-0.017248668
5860,5.860000,step_2,0,5.861000,0.008530774,0.006123872,0.009982178,0.010097919,0.056867500,0.233360776,0.022730000,0.056312575,0.233669285,0.014222886,0.148132424,-0.230337808,0.032708944,0.148829105,-0.230538747,0.026628149,0.705644702,-0.246510945,0.047752730,-0.203835508,0.033308840,0.050649849,0.002504978,-0.054796384,0.224857454,-0.020287312,0.784664377,-0.020708248,-0.049560113,-0.024010723,0.038631649,-0.040102554,0.002106938,0.007577722,-0.002270460,0.037031936,0.031751744,-0.092325858,0.040958098,0.003460078,0.417450681,0.012869105,-0.036776077,0.022357317,0.003146959,-0.046372369,-0.838328951,0.012185886,0.996421982,0.244555017,0.005227375,-0.017071728,-0.006316065,0.085336237,0.030657810,-0.204698067,-0.216792634,-0.017246172
5870,5.870000,step_2,0,5.871000,0.008530640,0.006108020,0.009990622,0.010100794,0.056867500,0.233360776,0.022730000,0.056308742,0.233671237,0.014223342,0.148132424,-0.230337808,0.032708944,0.148825327,-0.230538606,0.026643676,0.705755413,-0.246551267,0.047752060,-0.203826749,0.033307092,0.050651196,0.002493790,-0.055265603,0.224887308,-0.020272387,0.784899969,-0.020709584,-0.049554123,-0.024010994,0.038656105,-0.040109955,0.002106921,0.007602366,-0.002269196,0.037058840,0.031772116,-0.092500762,0.040961421,0.003460010,0.417777700,0.012883278,-0.036784282,0.022505906,0.003119337,-0.046345754,-0.838320409,0.012192908,0.996398885,0.244532838,0.005160674,-0.017019139,-0.006316198,0.085192852,0.030593900,-0.204575424,-0.216727028,-0.017244675
5880,5.880000,step_2,0,5.881000,0.008530511,0.006092193,0.009998833,0.010103577,0.056867500,0.233360776,0.022730000,0.056305022,0.233673132,0.014223786,0.148132424,-0.230337808,0.032708944,0.148821619,-0.230538453,0.026659186,0.705864287,-0.246590452,0.047751348,-0.203817232,0.033305357,0.050652636,0.002482848,-0.055732659,0.224916841,-0.020257529,0.785135130,-0.020710936,-0.049548196,-0.024011426,0.038680289,-0.040117176,0.002106886,0.007627079,-0.002267955,0.037085210,0.031791798,-0.092675145,0.040964701,0.003459941,0.418104072,0.012897429,-0.036792359,0.022654589,0.003092511,-0.046319596,-0.838311778,0.012199805,0.996375873,0.244511970,0.005095396,-0.016967026,-0.006316240,0.085050194,0.030529882,-0.204453555,-0.216662047,-0.017244155
5890,5.890000,step_2,0,5.891000,0.008530385,0.006076392,0.010006816,0.010106269,0.056867500,0.233360776,0.022730000,0.056301412,0.233674972,0.014224220,0.148132424,-0.230337808,0.032708944,0.148817978,-0.230538288,0.026674679,0.705971379,-0.246628529,0.047750596,-0.203806979,0.033303637,0.050654168,0.002472145,-0.056197585,0.224946061,-0.020242736,0.785369849,-0.020712305,-0.049542330,-0.024012016,0.038704208,-0.040124219,0.002106834,0.007651860,-0.002266737,0.037111057,0.031810804,-0.092849012,0.040967938,0.003459872,0.418429797,0.012911560,-0.036800311,0.022803355,0.003066460,-0.046293883,-0.838303058,0.012206581,0.996352945,0.244492383,0.005031508,-0.016915376,-0.006316194,0.084908258,0.030465760,-0.204332456,-0.216597681,-0.017244588
5900,5.900000,step_2,0,5.901000,0.008530262,0.006060615,0.010014579,0.010108873,0.056867500,0.233360776,0.022730000,0.056297909,0.233676758,0.014224643,0.148132424,-0.230337808,0.032708944,0.148814402,-0.230538113,0.026690153,0.706076737,-0.246665528,0.047749804,-0.203796007,0.033301930,0.050655788,0.002461676,-0.056660414,0.224974973,-0.020228009,0.785604115,-0.020713689,-0.049536524,-0.024012760,0.038727870,-0.040131091,0.002106764,0.007676708,-0.002265541,0.037136390,0.031829148,-0.093022368,0.040971135,0.003459802,0.418754873,0.012925669,-0.036808140,0.022952195,0.003041160,-0.046268602,-0.838294251,0.012213238,0.996330097,0.244474051,0.004968978,-0.016864177,-0.006316063,0.084767041,0.030401536,-0.204212119,-0.216533923,-0.017245951
5910,5.910000,step_2,0,5.911000,0.008530142,0.006044863,0.010022126,0.010111392,0.056867500,0.233360776,0.022730000,0.056294510,0.233678491,0.014225056,0.148132424,-0.230337808,0.032708944,0.148810890,-0.230537927,0.026705611,0.706180411,-0.246701476,0.047748973,-0.203784335,0.033300237,0.050657496,0.002451435,-0.057121177,0.225003584,-0.020213346,0.785837917,-0.020715089,-0.049530779,-0.024013654,0.038751282,-0.040137795,0.002106678,0.007701622,-0.002264368,0.037161220,0.031846846,-0.093195217,0.040974292,0.003459732,0.419079300,0.012939756,-0.036815848,0.023101100,0.003016591,-0.046243741,-0.838285359,0.012219781,0.996307329,0.244456947,0.004907773,-0.016813415,-0.006315851,0.084626538,0.030337215,-0.204092541,-0.216470765,-0.017248222
5920,5.920000,step_2,0,5.921000,0.008530026,0.006029137,0.010029465,0.010113827,0.056867500,0.233360776,0.022730000,0.056291212,0.233680174,0.014225459,0.148132424,-0.230337808,0.032708944,0.148807439,-0.230537731,0.026721050,0.706282449,-0.246736402,0.047748105,-0.203771982,0.033298557,0.050659289,0.002441417,-0.057579906,0.225031902,-0.020198748,0.786071246,-0.020716505,-0.049525092,-0.024014695,0.038774452,-0.040144336,0.002106575,0.007726601,-0.002263217,0.037185559,0.031863909,-0.093367563,0.040977410,0.003459661,0.419403077,0.012953823,-0.036823438,0.023250061,0.002992732,-0.046219288,-0.838276381,0.012226213,0.996284638,0.244441045,0.004847862,-0.016763079,-0.006315558,0.084486744,0.030272800,-0.203973714,-0.216408198,-0.017251381
5930,5.930000,step_2,0,5.931000,0.008529911,0.006013435,0.010036600,0.010116183,0.056867500,0.233360776,0.022730000,0.056288011,0.233681807,0.014225853,0.148132424,-0.230337808,0.032708944,0.148804048,-0.230537525,0.026736470,0.706382897,-0.246770331,0.047747200,-0.203758966,0.033296889,0.050661166,0.002431617,-0.058036629,0.225059931,-0.020184213,0.786304091,-0.020717935,-0.049519464,-0.024015878,0.038797386,-0.040150718,0.002106456,0.007751643,-0.002262087,0.037209416,0.031880352,-0.093539410,0.040980490,0.003459589,0.419726203,0.012967867,-0.036830912,0.023399070,0.002969563,-0.046195232,-0.838267320,0.012232538,0.996262022,0.244426318,0.004789216,-0.016713158,-0.006315189,0.084347657,0.030208294,-0.203855635,-0.216346215,-0.017255405
5940,5.940000,step_2,0,5.941000,0.008529800,0.005997758,0.010043539,0.010118460,0.056867500,0.233360776,0.022730000,0.056284905,0.233683393,0.014226237,0.148132424,-0.230337808,0.032708944,0.148800715,-0.230537309,0.026751873,0.706481801,-0.246803290,0.047746261,-0.203745302,0.033295234,0.050663124,0.002422028,-0.058491376,0.225087677,-0.020169740,0.786536443,-0.020719380,-0.049513893,-0.024017201,0.038820092,-0.040156945,0.002106322,0.007776749,-0.002260980,0.037232800,0.031896187,-0.093710763,0.040983532,0.003459518,0.420048676,0.012981891,-0.036838273,0.023548117,0.002947065,-0.046171562,-0.838258177,0.012238759,0.996239479,0.244412742,0.004731804,-0.016663639,-0.006314746,0.084209272,0.030143700,-0.203738297,-0.216284807,-0.017260275
5950,5.950000,step_2,0,5.951000,0.008529691,0.005982107,0.010050285,0.010120661,0.056867500,0.233360776,0.022730000,0.056281890,0.233684933,0.014226612,0.148132424,-0.230337808,0.032708944,0.148797438,-0.230537084,0.026767257,0.706579203,-0.246835304,0.047745287,-0.203731008,0.033293591,0.050665162,0.002412646,-0.058944175,0.225115148,-0.020155330,0.786768292,-0.020720839,-0.049508379,-0.024018659,0.038842575,-0.040163022,0.002106173,0.007801916,-0.002259893,0.037255723,0.031911428,-0.093881626,0.040986539,0.003459446,0.420370497,0.012995892,-0.036845522,0.023697194,0.002925218,-0.046148267,-0.838248952,0.012244879,0.996217006,0.244400292,0.004675598,-0.016614513,-0.006314230,0.084071584,0.030079021,-0.203621696,-0.216223968,-0.017265971
5960,5.960000,step_2,0,5.961000,0.008529584,0.005966479,0.010056845,0.010122788,0.056867500,0.233360776,0.022730000,0.056278965,0.233686427,0.014226979,0.148132424,-0.230337808,0.032708944,0.148794216,-0.230536849,0.026782622,0.706675148,-0.246866397,0.047744279,-0.203716100,0.033291961,0.050667277,0.002403467,-0.059395053,0.225142347,-0.020140981,0.786999631,-0.020722312,-0.049502922,-0.024020251,0.038864843,-0.040168952,0.002106008,0.007827144,-0.002258828,0.037278192,0.031926087,-0.094052001,0.040989510,0.003459373,0.420691665,0.013009872,-0.036852662,0.023846294,0.002904005,-0.046125336,-0.838239647,0.012250902,0.996194603,0.244388945,0.004620570,-0.016565767,-0.006313645,0.083934591,0.030014261,-0.203505825,-0.216163689,-0.017272472
5970,5.970000,step_2,0,5.971000,0.008529479,0.005950877,0.010063224,0.010124843,0.056867500,0.233360776,0.022730000,0.056276126,0.233687878,0.014227337,0.148132424,-0.230337808,0.032708944,0.148791047,-0.230536607,0.026797968,0.706769675,-0.246896594,0.047743240,-0.203700594,0.033290342,0.050669469,0.002394484,-0.059844038,0.225169282,-0.020126693,0.787230450,-0.020723799,-0.049497520,-0.024021971,0.038886902,-0.040174738,0.002105830,0.007852432,-0.002257784,0.037300219,0.031940176,-0.094221894,0.040992446,0.003459301,0.421012178,0.013023830,-0.036859696,0.023995409,0.002883407,-0.046102760,-0.838230263,0.012256829,0.996172267,0.244378677,0.004566692,-0.016517393,-0.006312993,0.083798287,0.029949423,-0.203390680,-0.216103964,-0.017279760
